Country,State,County,Location,Population
US,Washington,Pierce,US:Washington:Pierce,819743
US,Wisconsin,Pierce,US:Wisconsin:Pierce,40976
US,Alabama,Pike,US:Alabama:Pike,33339
US,Arkansas,Pike,US:Arkansas:Pike,11177
US,Georgia,Pike,US:Georgia:Pike,17796
US,Illinois,Pike,US:Illinois:Pike,16150
US,Indiana,Pike,US:Indiana:Pike,12683
US,Kentucky,Pike,US:Kentucky:Pike,63380
US,Mississippi,Pike,US:Mississippi:Pike,40014
US,Missouri,Pike,US:Missouri:Pike,18669
US,Ohio,Pike,US:Ohio:Pike,28367
US,Pennsylvania,Pike,US:Pennsylvania:Pike,56591
US,Arizona,Pima,US:Arizona:Pima,996554
US,Arizona,Pinal,US:Arizona:Pinal,389350
US,Minnesota,Pine,US:Minnesota:Pine,29104
US,Florida,Pinellas,US:Florida:Pinellas,929048
US,Minnesota,Pipestone,US:Minnesota:Pipestone,9270
US,Maine,Piscataquis,US:Maine:Piscataquis,17124
US,Colorado,Pitkin,US:Colorado:Pitkin,17379
US,North Carolina,Pitt,US:North Carolina:Pitt,174263
US,Oklahoma,Pittsburg,US:Oklahoma:Pittsburg,44703
US,Virginia,Pittsylvania,US:Virginia:Pittsylvania,62426
US,Utah,Piute,US:Utah:Piute,1510
US,California,Placer,US:California:Placer,367309
US,Louisiana,Plaquemines,US:Louisiana:Plaquemines,23550
US,Missouri,Platte,US:Missouri:Platte,93310
US,Nebraska,Platte,US:Nebraska:Platte,32505
US,Wyoming,Platte,US:Wyoming:Platte,8765
US,West Virginia,Pleasants,US:West Virginia:Pleasants,7577
US,California,Plumas,US:California:Plumas,18859
US,Iowa,Plymouth,US:Iowa:Plymouth,24957
US,Massachusetts,Plymouth,US:Massachusetts:Plymouth,501915
US,Iowa,Pocahontas,US:Iowa:Pocahontas,7154
US,West Virginia,Pocahontas,US:West Virginia:Pocahontas,8669
US,Arkansas,Poinsett,US:Arkansas:Poinsett,24145
US,Louisiana,Pointe Coupee,US:Louisiana:Pointe Coupee,22499
US,Arkansas,Polk,US:Arkansas:Polk,20406
US,Florida,Polk,US:Florida:Polk,623009
US,Georgia,Polk,US:Georgia:Polk,41183
US,Iowa,Polk,US:Iowa:Polk,451677
US,Minnesota,Polk,US:Minnesota:Polk,31569
US,Missouri,Polk,US:Missouri:Polk,30974
US,Nebraska,Polk,US:Nebraska:Polk,5275
US,North Carolina,Polk,US:North Carolina:Polk,20411
US,Oregon,Polk,US:Oregon:Polk,76794
US,Tennessee,Polk,US:Tennessee:Polk,16690
US,Texas,Polk,US:Texas:Polk,45790
US,Wisconsin,Polk,US:Wisconsin:Polk,43476
US,Puerto Rico,Ponce Municipality,US:Puerto Rico:Ponce Municipality,166327
US,Montana,Pondera,US:Montana:Pondera,6211
US,Mississippi,Pontotoc,US:Mississippi:Pontotoc,30897
US,Oklahoma,Pontotoc,US:Oklahoma:Pontotoc,37992
US,Arkansas,Pope,US:Arkansas:Pope,62547
US,Illinois,Pope,US:Illinois:Pope,4312
US,Minnesota,Pope,US:Minnesota:Pope,10932
US,Virginia,"Poquoson, City of","US:Virginia:Poquoson, City of",12104
US,Ohio,Portage,US:Ohio:Portage,163862
US,Wisconsin,Portage,US:Wisconsin:Portage,70380
US,Indiana,Porter,US:Indiana:Porter,166557
US,Virginia,"Portsmouth, City of","US:Virginia:Portsmouth, City of",96205
US,Indiana,Posey,US:Indiana:Posey,25486
US,Kansas,Pottawatomie,US:Kansas:Pottawatomie,22691
US,Oklahoma,Pottawatomie,US:Oklahoma:Pottawatomie,71158
US,Iowa,Pottawattamie,US:Iowa:Pottawattamie,92728
US,Pennsylvania,Potter,US:Pennsylvania:Potter,17497
US,South Dakota,Potter,US:South Dakota:Potter,2394
US,Texas,Potter,US:Texas:Potter,121661
US,Montana,Powder River,US:Montana:Powder River,1748
US,Kentucky,Powell,US:Kentucky:Powell,12494
US,Montana,Powell,US:Montana:Powell,6993
US,Idaho,Power,US:Idaho:Power,7719
US,Iowa,Poweshiek,US:Iowa:Poweshiek,18601
US,Virginia,Powhatan,US:Virginia:Powhatan,28259
US,Arkansas,Prairie,US:Arkansas:Prairie,8374
US,Montana,Prairie,US:Montana:Prairie,1179
US,Kansas,Pratt,US:Kansas:Pratt,9878
US,Ohio,Preble,US:Ohio:Preble,41732
US,Mississippi,Prentiss,US:Mississippi:Prentiss,25388
US,Texas,Presidio,US:Texas:Presidio,7201
US,Michigan,Presque Isle,US:Michigan:Presque Isle,13062
US,West Virginia,Preston,US:West Virginia:Preston,33859
US,Wisconsin,Price,US:Wisconsin:Price,13802
US,Virginia,Prince Edward,US:Virginia:Prince Edward,22802
US,Virginia,Prince George,US:Virginia:Prince George,37253
US,Maryland,Prince George's,US:Maryland:Prince George's,890081
US,Alaska,Prince of Wales – Hyder,US:Alaska:Prince of Wales – Hyder,5786
US,Virginia,Prince William,US:Virginia:Prince William,438580
US,Rhode Island,Providence,US:Rhode Island:Providence,628600
US,Colorado,Prowers,US:Colorado:Prowers,12291
US,Colorado,Pueblo,US:Colorado:Pueblo,161451
US,Arkansas,Pulaski,US:Arkansas:Pulaski,391284
US,Georgia,Pulaski,US:Georgia:Pulaski,11542
US,Illinois,Pulaski,US:Illinois:Pulaski,5908
US,Indiana,Pulaski,US:Indiana:Pulaski,13007
US,Kentucky,Pulaski,US:Kentucky:Pulaski,63907
US,Missouri,Pulaski,US:Missouri:Pulaski,53748
US,Virginia,Pulaski,US:Virginia:Pulaski,34507
US,Oklahoma,Pushmataha,US:Oklahoma:Pushmataha,11233
US,Florida,Putnam,US:Florida:Putnam,72577
US,Georgia,Putnam,US:Georgia:Putnam,21371
US,Illinois,Putnam,US:Illinois:Putnam,5801
US,Indiana,Putnam,US:Indiana:Putnam,37505
US,Missouri,Putnam,US:Missouri:Putnam,4875
US,New York,Putnam,US:New York:Putnam,99645
US,Ohio,Putnam,US:Ohio:Putnam,34088
US,Tennessee,Putnam,US:Tennessee:Putnam,73525
US,West Virginia,Putnam,US:West Virginia:Putnam,56650
US,New Mexico,Quay,US:New Mexico:Quay,8662
US,Puerto Rico,Quebradillas Municipality,US:Puerto Rico:Quebradillas Municipality,25919
US,Maryland,Queen Anne's,US:Maryland:Queen Anne's,48517
US,New York,Queens,US:New York:Queens,2296175
US,Georgia,Quitman,US:Georgia:Quitman,2367
US,Mississippi,Quitman,US:Mississippi:Quitman,7803
US,Georgia,Rabun,US:Georgia:Rabun,16235
US,Wisconsin,Racine,US:Wisconsin:Racine,195041
US,Virginia,"Radford, City of","US:Virginia:Radford, City of",17184
US,Texas,Rains,US:Texas:Rains,11065
US,West Virginia,Raleigh,US:West Virginia:Raleigh,78833
US,Missouri,Ralls,US:Missouri:Ralls,10192
US,Minnesota,Ramsey,US:Minnesota:Ramsey,526714
US,North Dakota,Ramsey,US:North Dakota:Ramsey,11554
US,Texas,Randall,US:Texas:Randall,126474
US,Alabama,Randolph,US:Alabama:Randolph,22727
US,Arkansas,Randolph,US:Arkansas:Randolph,17692
US,Georgia,Randolph,US:Georgia:Randolph,7197
US,Illinois,Randolph,US:Illinois:Randolph,32890
US,Indiana,Randolph,US:Indiana:Randolph,25627
US,Missouri,Randolph,US:Missouri:Randolph,24940
US,North Carolina,Randolph,US:North Carolina:Randolph,142577
US,West Virginia,Randolph,US:West Virginia:Randolph,29415
US,Mississippi,Rankin,US:Mississippi:Rankin,146767
US,North Dakota,Ransom,US:North Dakota:Ransom,5516
US,Louisiana,Rapides,US:Louisiana:Rapides,132723
US,Virginia,Rappahannock,US:Virginia:Rappahannock,7478
US,Montana,Ravalli,US:Montana:Ravalli,40823
US,Kansas,Rawlins,US:Kansas:Rawlins,2589
US,Missouri,Ray,US:Missouri:Ray,23039
US,Texas,Reagan,US:Texas:Reagan,3601
US,Texas,Real,US:Texas:Real,3350
US,Minnesota,Red Lake,US:Minnesota:Red Lake,4057
US,Louisiana,Red River,US:Louisiana:Red River,8894
US,Texas,Red River,US:Texas:Red River,12470
US,Nebraska,Red Willow,US:Nebraska:Red Willow,11006
US,Minnesota,Redwood,US:Minnesota:Redwood,15744
US,Texas,Reeves,US:Texas:Reeves,13965
US,Texas,Refugio,US:Texas:Refugio,7305
US,Kansas,Reno,US:Kansas:Reno,64190
US,New York,Rensselaer,US:New York:Rensselaer,159918
US,Minnesota,Renville,US:Minnesota:Renville,15166
US,North Dakota,Renville,US:North Dakota:Renville,2608
US,Kansas,Republic,US:Kansas:Republic,4820
US,Missouri,Reynolds,US:Missouri:Reynolds,6599
US,Tennessee,Rhea,US:Tennessee:Rhea,32513
US,Kansas,Rice,US:Kansas:Rice,10011
US,Minnesota,Rice,US:Minnesota:Rice,65049
US,Utah,Rich,US:Utah:Rich,2288
US,Nebraska,Richardson,US:Nebraska:Richardson,8125
US,Illinois,Richland,US:Illinois:Richland,16182
US,Louisiana,Richland,US:Louisiana:Richland,20857
US,Montana,Richland,US:Montana:Richland,11214
US,North Dakota,Richland,US:North Dakota:Richland,16339
US,Ohio,Richland,US:Ohio:Richland,121773
US,South Carolina,Richland,US:South Carolina:Richland,399256
US,Wisconsin,Richland,US:Wisconsin:Richland,17717
US,Georgia,Richmond,US:Georgia:Richmond,202003
US,New York,Richmond,US:New York:Richmond,472621
US,North Carolina,Richmond,US:North Carolina:Richmond,46405
US,Virginia,Richmond,US:Virginia:Richmond,8953
US,Virginia,"Richmond, City of","US:Virginia:Richmond, City of",214114
US,Kansas,Riley,US:Kansas:Riley,75394
US,Puerto Rico,Rincón Municipality,US:Puerto Rico:Rincón Municipality,15200
US,Iowa,Ringgold,US:Iowa:Ringgold,5072
US,New Mexico,Rio Arriba,US:New Mexico:Rio Arriba,40072
US,Colorado,Rio Blanco,US:Colorado:Rio Blanco,6807
US,Colorado,Rio Grande,US:Colorado:Rio Grande,11803
US,Puerto Rico,Río Grande Municipality,US:Puerto Rico:Río Grande Municipality,54304
US,Indiana,Ripley,US:Indiana:Ripley,28419
US,Missouri,Ripley,US:Missouri:Ripley,14032
US,West Virginia,Ritchie,US:West Virginia:Ritchie,10073
US,California,Riverside,US:California:Riverside,2292507
US,Tennessee,Roane,US:Tennessee:Roane,53047
US,West Virginia,Roane,US:West Virginia:Roane,14656
US,Virginia,Roanoke,US:Virginia:Roanoke,93524
US,Virginia,"Roanoke, City of","US:Virginia:Roanoke, City of",98465
US,South Dakota,Roberts,US:South Dakota:Roberts,10251
US,Texas,Roberts,US:Texas:Roberts,831
US,Kentucky,Robertson,US:Kentucky:Robertson,2235
US,Tennessee,Robertson,US:Tennessee:Robertson,67383
US,Texas,Robertson,US:Texas:Robertson,16486
US,North Carolina,Robeson,US:North Carolina:Robeson,134841
US,Minnesota,Rock,US:Minnesota:Rock,9520
US,Nebraska,Rock,US:Nebraska:Rock,1411
US,Wisconsin,Rock,US:Wisconsin:Rock,160739
US,Illinois,Rock Island,US:Illinois:Rock Island,147258
US,Virginia,Rockbridge,US:Virginia:Rockbridge,22307
US,Kentucky,Rockcastle,US:Kentucky:Rockcastle,16693
US,Georgia,Rockdale,US:Georgia:Rockdale,86919
US,New Hampshire,Rockingham,US:New Hampshire:Rockingham,299134
US,North Carolina,Rockingham,US:North Carolina:Rockingham,91878
US,Virginia,Rockingham,US:Virginia:Rockingham,77741
US,New York,Rockland,US:New York:Rockland,320903
US,Texas,Rockwall,US:Texas:Rockwall,85245
US,Oklahoma,Roger Mills,US:Oklahoma:Roger Mills,3743
US,Oklahoma,Rogers,US:Oklahoma:Rogers,89044
US,North Dakota,Rolette,US:North Dakota:Rolette,14582
US,Kansas,Rooks,US:Kansas:Rooks,5190
US,Montana,Roosevelt,US:Montana:Roosevelt,11125
US,New Mexico,Roosevelt,US:New Mexico:Roosevelt,19955
US,Michigan,Roscommon,US:Michigan:Roscommon,24014
US,American Samoa,Rose Atoll (Rose Island),US:American Samoa:Rose Atoll (Rose Island),0
US,Minnesota,Roseau,US:Minnesota:Roseau,15520
US,Montana,Rosebud,US:Montana:Rosebud,9329
US,Ohio,Ross,US:Ohio:Ross,77910
US,Northern Mariana Islands,Rota Municipality,US:Northern Mariana Islands:Rota Municipality,2477
US,Colorado,Routt,US:Colorado:Routt,23513
US,Kentucky,Rowan,US:Kentucky:Rowan,23527
US,North Carolina,Rowan,US:North Carolina:Rowan,138323
US,Texas,Runnels,US:Texas:Runnels,10309
US,Indiana,Rush,US:Indiana:Rush,17004
US,Kansas,Rush,US:Kansas:Rush,3186
US,Texas,Rusk,US:Texas:Rusk,53622
US,Wisconsin,Rusk,US:Wisconsin:Rusk,14395
US,Alabama,Russell,US:Alabama:Russell,59585
US,Kansas,Russell,US:Kansas:Russell,6933
US,Kentucky,Russell,US:Kentucky:Russell,17752
US,Virginia,Russell,US:Virginia:Russell,28264
US,North Carolina,Rutherford,US:North Carolina:Rutherford,66956
US,Tennessee,Rutherford,US:Tennessee:Rutherford,281029
US,Vermont,Rutland,US:Vermont:Rutland,60622
US,Puerto Rico,Sabana Grande Municipality,US:Puerto Rico:Sabana Grande Municipality,25265
US,Louisiana,Sabine,US:Louisiana:Sabine,24235
US,Texas,Sabine,US:Texas:Sabine,10361
US,Iowa,Sac,US:Iowa:Sac,10071
US,California,Sacramento,US:California:Sacramento,1462131
US,Maine,Sagadahoc,US:Maine:Sagadahoc,35013
US,Michigan,Saginaw,US:Michigan:Saginaw,196542
US,Colorado,Saguache,US:Colorado:Saguache,6208
US,Virgin Islands,Saint Croix Island,US:Virgin Islands:Saint Croix Island,50601
US,Virgin Islands,Saint John Island,US:Virgin Islands:Saint John Island,4170
US,Virgin Islands,Saint Thomas Island,US:Virgin Islands:Saint Thomas Island,51634
US,Northern Mariana Islands,Saipan Municipality,US:Northern Mariana Islands:Saipan Municipality,48220
US,New Jersey,Salem,US:New Jersey:Salem,65166
US,Virginia,"Salem, City of","US:Virginia:Salem, City of",25299
US,Puerto Rico,Salinas Municipality,US:Puerto Rico:Salinas Municipality,31078
US,Arkansas,Saline,US:Arkansas:Saline,114404
US,Illinois,Saline,US:Illinois:Saline,24939
US,Kansas,Saline,US:Kansas:Saline,55740
US,Missouri,Saline,US:Missouri:Saline,23252
US,Nebraska,Saline,US:Nebraska:Saline,14416
US,Utah,Salt Lake,US:Utah:Salt Lake,1079721
US,South Carolina,Saluda,US:South Carolina:Saluda,20091
US,North Carolina,Sampson,US:North Carolina:Sampson,64150
US,Texas,San Augustine,US:Texas:San Augustine,8769
US,California,San Benito,US:California:San Benito,57600
US,California,San Bernardino,US:California:San Bernardino,2088371
US,California,San Diego,US:California:San Diego,3211252
US,California,"San Francisco, City and County of","US:California:San Francisco, City and County of",837442
US,Puerto Rico,San Germán Municipality,US:Puerto Rico:San Germán Municipality,35527
US,Texas,San Jacinto,US:Texas:San Jacinto,26856
US,California,San Joaquin,US:California:San Joaquin,704379
US,Colorado,San Juan,US:Colorado:San Juan,692
US,New Mexico,San Juan,US:New Mexico:San Juan,126503
US,Utah,San Juan,US:Utah:San Juan,14973
US,Washington,San Juan,US:Washington:San Juan,15875
US,Puerto Rico,San Juan Municipality,US:Puerto Rico:San Juan Municipality,395326
US,Puerto Rico,San Lorenzo Municipality,US:Puerto Rico:San Lorenzo Municipality,41058
US,California,San Luis Obispo,US:California:San Luis Obispo,276443
US,California,San Mateo,US:California:San Mateo,747373
US,Colorado,San Miguel,US:Colorado:San Miguel,7678
US,New Mexico,San Miguel,US:New Mexico:San Miguel,28541
US,Texas,San Patricio,US:Texas:San Patricio,66137
US,Texas,San Saba,US:Texas:San Saba,6012
US,Puerto Rico,San Sebastián Municipality,US:Puerto Rico:San Sebastián Municipality,42430
US,South Dakota,Sanborn,US:South Dakota:Sanborn,2324
US,Montana,Sanders,US:Montana:Sanders,11363
US,New Mexico,Sandoval,US:New Mexico:Sandoval,136575
US,Ohio,Sandusky,US:Ohio:Sandusky,60098
US,Illinois,Sangamon,US:Illinois:Sangamon,199145
US,Michigan,Sanilac,US:Michigan:Sanilac,41823
US,Utah,Sanpete,US:Utah:Sanpete,28237
US,California,Santa Barbara,US:California:Santa Barbara,435697
US,California,Santa Clara,US:California:Santa Clara,1862041
US,Arizona,Santa Cruz,US:Arizona:Santa Cruz,46768
US,California,Santa Cruz,US:California:Santa Cruz,269419
US,New Mexico,Santa Fe,US:New Mexico:Santa Fe,147423
US,Puerto Rico,Santa Isabel Municipality,US:Puerto Rico:Santa Isabel Municipality,23274
US,Florida,Santa Rosa,US:Florida:Santa Rosa,161096
US,Florida,Sarasota,US:Florida:Sarasota,390429
US,New York,Saratoga,US:New York:Saratoga,223865
US,North Dakota,Sargent,US:North Dakota:Sargent,3890
US,Nebraska,Sarpy,US:Nebraska:Sarpy,169331
US,Wisconsin,Sauk,US:Wisconsin:Sauk,63162
US,Nebraska,Saunders,US:Nebraska:Saunders,20929
US,Wisconsin,Sawyer,US:Wisconsin:Sawyer,16513
US,New York,Schenectady,US:New York:Schenectady,155333
US,Texas,Schleicher,US:Texas:Schleicher,3206
US,Georgia,Schley,US:Georgia:Schley,5089
US,New York,Schoharie,US:New York:Schoharie,31844
US,Michigan,Schoolcraft,US:Michigan:Schoolcraft,8247
US,Illinois,Schuyler,US:Illinois:Schuyler,7444
US,Missouri,Schuyler,US:Missouri:Schuyler,4358
US,New York,Schuyler,US:New York:Schuyler,18460
US,Pennsylvania,Schuylkill,US:Pennsylvania:Schuylkill,146920
US,Ohio,Scioto,US:Ohio:Scioto,78153
US,Missouri,Scotland,US:Missouri:Scotland,4921
US,North Carolina,Scotland,US:North Carolina:Scotland,36025
US,Arkansas,Scott,US:Arkansas:Scott,10950
US,Illinois,Scott,US:Illinois:Scott,5222
US,Indiana,Scott,US:Indiana:Scott,23972
US,Iowa,Scott,US:Iowa:Scott,170385
US,Kansas,Scott,US:Kansas:Scott,5035
US,Kentucky,Scott,US:Kentucky:Scott,49947
US,Minnesota,Scott,US:Minnesota:Scott,137232
US,Mississippi,Scott,US:Mississippi:Scott,28273
US,Missouri,Scott,US:Missouri:Scott,39290
US,Tennessee,Scott,US:Tennessee:Scott,22015
US,Virginia,Scott,US:Virginia:Scott,22640
US,Nebraska,Scotts Bluff,US:Nebraska:Scotts Bluff,36848
US,Georgia,Screven,US:Georgia:Screven,14240
US,Texas,Scurry,US:Texas:Scurry,17302
US,Arkansas,Searcy,US:Arkansas:Searcy,8023
US,Arkansas,Sebastian,US:Arkansas:Sebastian,127342
US,Colorado,Sedgwick,US:Colorado:Sedgwick,2360
US,Kansas,Sedgwick,US:Kansas:Sedgwick,505415
US,Florida,Seminole,US:Florida:Seminole,436041
US,Georgia,Seminole,US:Georgia:Seminole,8945
US,Oklahoma,Seminole,US:Oklahoma:Seminole,25426
US,New York,Seneca,US:New York:Seneca,35409
US,Ohio,Seneca,US:Ohio:Seneca,55914
US,Tennessee,Sequatchie,US:Tennessee:Sequatchie,14681
US,Oklahoma,Sequoyah,US:Oklahoma:Sequoyah,41218
US,U.S. Minor Outlying Islands,Serranilla Bank,US:U.S. Minor Outlying Islands:Serranilla Bank,0
US,Arkansas,Sevier,US:Arkansas:Sevier,17366
US,Tennessee,Sevier,US:Tennessee:Sevier,93570
US,Utah,Sevier,US:Utah:Sevier,20852
US,Kansas,Seward,US:Kansas:Seward,23390
US,Nebraska,Seward,US:Nebraska:Seward,17089
US,Texas,Shackelford,US:Texas:Shackelford,3375
US,Missouri,Shannon,US:Missouri:Shannon,8297
US,Mississippi,Sharkey,US:Mississippi:Sharkey,4708
US,Arkansas,Sharp,US:Arkansas:Sharp,17049
US,California,Shasta,US:California:Shasta,178980
US,Wisconsin,Shawano,US:Wisconsin:Shawano,41643
US,Kansas,Shawnee,US:Kansas:Shawnee,178831
US,Wisconsin,Sheboygan,US:Wisconsin:Sheboygan,114922
US,Alabama,Shelby,US:Alabama:Shelby,204180
US,Illinois,Shelby,US:Illinois:Shelby,22119
US,Indiana,Shelby,US:Indiana:Shelby,44729
US,Iowa,Shelby,US:Iowa:Shelby,11961
US,Kentucky,Shelby,US:Kentucky:Shelby,44216
US,Missouri,Shelby,US:Missouri:Shelby,6177
US,Ohio,Shelby,US:Ohio:Shelby,49192
US,Tennessee,Shelby,US:Tennessee:Shelby,939465
US,Texas,Shelby,US:Texas:Shelby,25792
US,Virginia,Shenandoah,US:Virginia:Shenandoah,42684
US,Minnesota,Sherburne,US:Minnesota:Sherburne,90158
US,Kansas,Sheridan,US:Kansas:Sheridan,2553
US,Montana,Sheridan,US:Montana:Sheridan,3668
US,Nebraska,Sheridan,US:Nebraska:Sheridan,5251
US,North Dakota,Sheridan,US:North Dakota:Sheridan,1304
US,Wyoming,Sheridan,US:Wyoming:Sheridan,29824
US,Kansas,Sherman,US:Kansas:Sherman,6115
US,Nebraska,Sherman,US:Nebraska:Sherman,3106
US,Oregon,Sherman,US:Oregon:Sherman,1731
US,Texas,Sherman,US:Texas:Sherman,3093
US,Michigan,Shiawassee,US:Michigan:Shiawassee,68900
US,Idaho,Shoshone,US:Idaho:Shoshone,12690
US,Minnesota,Sibley,US:Minnesota:Sibley,15072
US,California,Sierra,US:California:Sierra,3047
US,New Mexico,Sierra,US:New Mexico:Sierra,11572
US,Montana,Silver Bow,US:Montana:Silver Bow,34523
US,Kentucky,Simpson,US:Kentucky:Simpson,17793
US,Mississippi,Simpson,US:Mississippi:Simpson,27500
US,Iowa,Sioux,US:Iowa:Sioux,34547
US,Nebraska,Sioux,US:Nebraska:Sioux,1313
US,North Dakota,Sioux,US:North Dakota:Sioux,4430
US,California,Siskiyou,US:California:Siskiyou,43799
US,Alaska,Sitka,US:Alaska:Sitka,9020
US,Washington,Skagit,US:Washington:Skagit,118837
US,Alaska,Skagway,US:Alaska:Skagway,995
US,Washington,Skamania,US:Washington:Skamania,11274
US,North Dakota,Slope,US:North Dakota:Slope,761
US,Kansas,Smith,US:Kansas:Smith,3706
US,Mississippi,Smith,US:Mississippi:Smith,16225
US,Tennessee,Smith,US:Tennessee:Smith,19074
US,Texas,Smith,US:Texas:Smith,216080
US,Virginia,Smyth,US:Virginia:Smyth,31652
US,Washington,Snohomish,US:Washington:Snohomish,745913
US,Pennsylvania,Snyder,US:Pennsylvania:Snyder,39865
US,New Mexico,Socorro,US:New Mexico:Socorro,17584
US,California,Solano,US:California:Solano,424788
US,Maine,Somerset,US:Maine:Somerset,51706
US,Maryland,Somerset,US:Maryland:Somerset,26273
US,New Jersey,Somerset,US:New Jersey:Somerset,330585
US,Pennsylvania,Somerset,US:Pennsylvania:Somerset,76520
US,Texas,Somervell,US:Texas:Somervell,8658
US,California,Sonoma,US:California:Sonoma,495025
US,Virginia,Southampton,US:Virginia:Southampton,18128
US,Alaska,Southeast Fairbanks,US:Alaska:Southeast Fairbanks,6985
US,Georgia,Spalding,US:Georgia:Spalding,63829
US,South Carolina,Spartanburg,US:South Carolina:Spartanburg,290969
US,Indiana,Spencer,US:Indiana:Spencer,20944
US,Kentucky,Spencer,US:Kentucky:Spencer,17637
US,South Dakota,Spink,US:South Dakota:Spink,6610
US,Washington,Spokane,US:Washington:Spokane,479398
US,Virginia,Spotsylvania,US:Virginia:Spotsylvania,127348
US,Louisiana,St. Bernard,US:Louisiana:St. Bernard,43482
US,Louisiana,St. Charles,US:Louisiana:St. Charles,52617
US,Missouri,St. Charles,US:Missouri:St. Charles,373495
US,Alabama,St. Clair,US:Alabama:St. Clair,86308
US,Illinois,St. Clair,US:Illinois:St. Clair,266955
US,Michigan,St. Clair,US:Michigan:St. Clair,160469
US,Missouri,St. Clair,US:Missouri:St. Clair,9487
US,Wisconsin,St. Croix,US:Wisconsin:St. Croix,85930
US,Arkansas,St. Francis,US:Arkansas:St. Francis,27260
US,Missouri,St. Francois,US:Missouri:St. Francois,66215
US,Louisiana,St. Helena,US:Louisiana:St. Helena,10875
US,Louisiana,St. James,US:Louisiana:St. James,21752
US,Louisiana,St. John the Baptist,US:Louisiana:St. John the Baptist,43761
US,Florida,St. Johns,US:Florida:St. Johns,209647
US,Indiana,St. Joseph,US:Indiana:St. Joseph,266709
US,Michigan,St. Joseph,US:Michigan:St. Joseph,60964
US,Louisiana,St. Landry,US:Louisiana:St. Landry,83454
US,New York,St. Lawrence,US:New York:St. Lawrence,111963
US,Minnesota,St. Louis,US:Minnesota:St. Louis,200540
US,Missouri,St. Louis,US:Missouri:St. Louis,1001444
US,Missouri,"St. Louis, City of","US:Missouri:St. Louis, City of",318416
US,Florida,St. Lucie,US:Florida:St. Lucie,286832
US,Louisiana,St. Martin,US:Louisiana:St. Martin,52936
US,Louisiana,St. Mary,US:Louisiana:St. Mary,53543
US,Maryland,St. Mary's,US:Maryland:St. Mary's,109633
US,Louisiana,St. Tammany,US:Louisiana:St. Tammany,242333
US,Kansas,Stafford,US:Kansas:Stafford,4359
US,Virginia,Stafford,US:Virginia:Stafford,136788
US,California,Stanislaus,US:California:Stanislaus,525491
US,South Dakota,Stanley,US:South Dakota:Stanley,2981
US,North Carolina,Stanly,US:North Carolina:Stanly,60635
US,Kansas,Stanton,US:Kansas:Stanton,2194
US,Nebraska,Stanton,US:Nebraska:Stanton,6133
US,Illinois,Stark,US:Illinois:Stark,5907
US,North Dakota,Stark,US:North Dakota:Stark,28212
US,Ohio,Stark,US:Ohio:Stark,375432
US,Indiana,Starke,US:Indiana:Starke,23197
US,Texas,Starr,US:Texas:Starr,61963
US,Virginia,"Staunton, City of","US:Virginia:Staunton, City of",24350
US,Missouri,Ste. Genevieve,US:Missouri:Ste. Genevieve,17778
US,Minnesota,Stearns,US:Minnesota:Stearns,152092
US,Minnesota,Steele,US:Minnesota:Steele,36465
US,North Dakota,Steele,US:North Dakota:Steele,1960
US,Georgia,Stephens,US:Georgia:Stephens,25683
US,Oklahoma,Stephens,US:Oklahoma:Stephens,44919
US,Texas,Stephens,US:Texas:Stephens,9247
US,Illinois,Stephenson,US:Illinois:Stephenson,46740
US,Texas,Sterling,US:Texas:Sterling,1219
US,Indiana,Steuben,US:Indiana:Steuben,34358
US,New York,Steuben,US:New York:Steuben,98650
US,Kansas,Stevens,US:Kansas:Stevens,5816
US,Minnesota,Stevens,US:Minnesota:Stevens,9735
US,Washington,Stevens,US:Washington:Stevens,43430
US,Georgia,Stewart,US:Georgia:Stewart,5868
US,Tennessee,Stewart,US:Tennessee:Stewart,13362
US,Montana,Stillwater,US:Montana:Stillwater,9318
US,Missouri,Stoddard,US:Missouri:Stoddard,29780
US,North Carolina,Stokes,US:North Carolina:Stokes,46588
US,Arkansas,Stone,US:Arkansas:Stone,12581
US,Mississippi,Stone,US:Mississippi:Stone,18016
US,Missouri,Stone,US:Missouri:Stone,31297
US,Texas,Stonewall,US:Texas:Stonewall,1432
US,Nevada,Storey,US:Nevada:Storey,3942
US,Iowa,Story,US:Iowa:Story,92406
US,New Hampshire,Strafford,US:New Hampshire:Strafford,124593
US,North Dakota,Stutsman,US:North Dakota:Stutsman,21120
US,Wyoming,Sublette,US:Wyoming:Sublette,10041
US,Massachusetts,Suffolk,US:Massachusetts:Suffolk,755503
US,New York,Suffolk,US:New York:Suffolk,1499738
US,Virginia,"Suffolk, City of","US:Virginia:Suffolk, City of",85728
US,Indiana,Sullivan,US:Indiana:Sullivan,21223
US,Missouri,Sullivan,US:Missouri:Sullivan,6448
US,New Hampshire,Sullivan,US:New Hampshire:Sullivan,42984
US,New York,Sullivan,US:New York:Sullivan,76665
US,Pennsylvania,Sullivan,US:Pennsylvania:Sullivan,6351
US,Tennessee,Sullivan,US:Tennessee:Sullivan,156595
US,South Dakota,Sully,US:South Dakota:Sully,1437
US,West Virginia,Summers,US:West Virginia:Summers,13563
US,Colorado,Summit,US:Colorado:Summit,28649
US,Ohio,Summit,US:Ohio:Summit,541824
US,Utah,Summit,US:Utah:Summit,38486
US,Kansas,Sumner,US:Kansas:Sumner,23591
